date_of_sale,address,county,eircode,price,not_full_market_price,vat_exclusive,description,property_size_description,year,quarter,eircode_routing_key,log_price,price_outlier
2019-04-18,"102 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3",Dublin,,386000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q2,,12.863595239117187,False
2023-10-25,"52 Vartry Close, Tinakelly Park, Rathnew",Wicklow,,440528.63,False,True,New Dwelling house /Apartment,,2023,2023Q4,,12.99573298656841,False
2014-09-02,"MITCHELSTOWN, ATHBOY, MEATH",Meath,,255000.0,False,False,Second-Hand Dwelling house /Apartment,,2014,2014Q3,,12.449022745701502,False
2022-01-31,"138 CRANN NUA, EDENDERRY RD, PORTARLINGTON",Laois,R32KD57,122500.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q1,R32,11.715874472198905,False
2012-12-14,"271 Cedarwood Park, Dundalk",Louth,,47000.0,False,False,Second-Hand Dwelling house /Apartment,,2012,2012Q4,,10.757924157061597,False
2016-09-14,"APT.2, FURZE HALL, MADDENSTOWN",Kildare,,100000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q3,,11.51293546492023,False
2010-08-30,"51 Hazelwood, Bray, County Wicklow",Wicklow,,180000.0,False,False,Second-Hand Dwelling house /Apartment,,2010,2010Q3,,12.100717685412471,False
2019-12-19,"69 CONVENT HILL AVE, BALLINA, CO MAYO",Mayo,,110000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q4,,11.608244735642321,False
2022-12-02,"12 Strettel Avenue, Ballitore",Kildare,,262114.0,False,True,New Dwelling house /Apartment,,2022,2022Q4,,12.47653861773878,False
2017-07-18,"GUBADORISH, DRUMLISH, COUNTY LEITRIM",Leitrim,,90000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q3,,11.407576060361786,False
2025-11-24,"16 EATON WAY, RATHCOOLE, DUBLIN",Dublin,D24W297,300000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q4,D24,12.611541086966115,False
2011-11-03,"6  Larch Grove, Ranelagh, Dublin 6",Dublin,,330000.0,False,False,Second-Hand Dwelling house /Apartment,,2011,2011Q4,,12.706850963741102,False
2025-12-22,"No. 10a Lake Crescent, Kilminchy, Portlaoise",Laois,,233479.0,False,True,New Dwelling house /Apartment,,2025,2025Q4,,12.360851699317728,False
2022-02-09,"CALLOUGHS, CARRIGALLEN, LEITRIM",Leitrim,,155000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q1,,11.951186847493476,False
2015-07-10,"13 LIFFEY DALE, LIFFEY VALLEY PARK, LUCAN",Dublin,,238500.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q3,,12.38212878217386,False
2014-02-24,"23 RIDGEWOOD GROVE, SWORDS, DUBLIN",Dublin,,191000.0,False,False,Second-Hand Dwelling house /Apartment,,2014,2014Q1,,12.160033942617156,False
2021-02-04,"19 SUPPLE HALL, DUNSHAUGHLIN, MEATH",Meath,,195000.0,False,False,Second-Hand Dwelling house /Apartment,,2021,2021Q1,,12.180759965737863,False
2026-02-20,"APT 4 BLOCK I OSTMAN, ANNE ST, WATERFORD",Waterford,X91E248,157000.0,False,False,Second-Hand Dwelling house /Apartment,,2026,2026Q1,X91,11.964007453736912,False
2024-01-23,"2 Sorrel Grove, Sorrel Wood, Blessington",Wicklow,,431718.0,False,True,New Dwelling house /Apartment,,2024,2024Q1,,12.97553019262047,False
2014-05-06,"71 MAYNOOTH PARK, MAYNOOTH, KILDARE",Kildare,,222500.0,False,False,Second-Hand Dwelling house /Apartment,,2014,2014Q2,,12.312686874960354,False
2024-07-15,"7 An Lochan, Summerhill, Portlaoise",Laois,,330396.0,False,True,New Dwelling house /Apartment,,2024,2024Q3,,12.70805024068459,False
2021-12-16,"1 DRUMHEEL, VIRGINIA, CAVAN",Cavan,A85FX02,370000.0,False,False,Second-Hand Dwelling house /Apartment,,2021,2021Q4,A85,12.821260987319457,False
2014-11-03,"14 Cherry Grove, Churchfields, Delgany",Wicklow,,330395.0,False,True,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2014,2014Q4,,12.708047214018144,False
2013-04-29,"Greeve, Mountnugent",Cavan,,134000.0,False,False,Second-Hand Dwelling house /Apartment,,2013,2013Q2,,11.80560254159177,False
2013-06-19,"Mount Plummer, Broadford",Limerick,,175000.0,False,False,Second-Hand Dwelling house /Apartment,,2013,2013Q2,,12.07254696717504,False
2018-01-19,"65 RIBH AVE, ARTANE, DUBLIN 5",Dublin,,326000.0,True,False,Second-Hand Dwelling house /Apartment,,2018,2018Q1,,12.694655727828803,False
2025-02-07,"53 VERBENA LAWN, SUTTON, DUBLIN 13",Dublin,D13WR89,597000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q1,D13,13.299674067415213,False
2015-06-17,"AYLE, OOLA, TIPPERARY",Tipperary,,185000.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q2,,12.128116509451258,False
2016-12-21,"APT 18, BLOCK 11, GALLERY QUAY DUBLIN 2",Dublin,,310000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q4,,12.644330802262578,False
2017-11-01,"5 BELLGREE GREEN, TYRRELSTOWN, DUBLIN 15",Dublin,,260000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q4,,12.468440756144114,False
2024-12-11,"2 SHANNON LODGE, CARRICK ON SHANNON, LEITRIM",Leitrim,N41HD59,280000.0,False,False,Second-Hand Dwelling house /Apartment,,2024,2024Q4,N41,12.54254845357358,False
2023-04-06,"11 BALLYROAN RD, TEMPLEOGUE, DUBLIN 16",Dublin,D16T8P3,650000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q2,D16,13.384729180332174,False
2018-06-29,"14 BELLGREE LAWN, TYRRELSTOWN, DUBLIN 15",Dublin,,280000.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q2,,12.54254845357358,False
2022-07-22,"18 The Court, Heathfield, Carriganarra",Cork,,351543.0,False,True,New Dwelling house /Apartment,,2022,2022Q3,,12.770090160208158,False
2016-07-05,"205 GLEANN NA RÍ, MURROUGH, RENMORE",Galway,,86000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q3,,11.362114203075018,False
2017-06-01,"34 HOLLYWOODRATH AVENUE, HOLLYSTOWN, DUBLIN 15",Dublin,,286343.61,False,True,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,2017Q2,,12.564951294526285,False
2019-07-19,"2 The Walk, Elsmore, Naas",Kildare,,325947.0,False,True,New Dwelling house /Apartment,,2019,2019Q3,,12.694493138423445,False
2026-07-01,"115 The Oaks, Red Rock Field, Balmoston",Dublin,,374449.34,False,True,New Dwelling house /Apartment,,2026,2026Q3,,12.833214469675498,False
2016-12-20,"DORAS DEARG, MURREAGH, BALLYDAVID",Kerry,,240000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q4,,12.388398368982115,False
2015-06-25,"CARRICKDUFF, BUNCLODY, CO WEXFORD",Wexford,,37000.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q2,,10.518700218288165,False
2019-01-24,"28 Glen Iris, Killeens, Co. Cork",Cork,,375000.0,False,True,New Dwelling house /Apartment,,2019,2019Q1,,12.834683971615659,False
2022-02-16,"25 ROCKMOUNT MANOR, BALLYBEG, ENNIS",Clare,,450000.0,False,True,New Dwelling house /Apartment,,2022,2022Q1,,13.017005083966255,False
2019-06-07,"20 THE BROKERAGE, TOWNSEND ST, DUBLIN 2",Dublin,,600000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q2,,13.304686600863562,False
2014-09-19,"APT 4, KILLINEY HILL PARK, KILLINEY",Dublin,,340000.0,False,False,Second-Hand Dwelling house /Apartment,,2014,2014Q3,,12.73670383776449,False
2025-06-06,"4 THE LODGES, PARKNACROSS, ARDAMINE",Wexford,Y25W662,265000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q2,Y25,12.487488878546145,False
2019-10-01,"50 DARTRY PARK, COOTEHILL, CAVAN",Cavan,,118000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q4,,11.678448377988165,False
2016-11-25,"ST BRENDANS, BALLYGAR, CO GALWAY",Galway,,140000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q4,,11.849404844423074,False
2018-10-18,"1 RAMOUR FLATS, VIRGINA, CAVAN",Cavan,,140000.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q4,,11.849404844423074,False
2022-03-30,"20 Eastmount Woods, Chapel Road, Delgany",Wicklow,,519823.78,False,True,New Dwelling house /Apartment,,2022,2022Q1,,13.161247072234852,False
2023-07-03,"10 WOODTHORPE, STILLORGAN, DUBLIN",Dublin,A94VP99,600000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q3,A94,13.304686600863562,False
2016-02-26,"18 Beresford Green, Donabate",Dublin,,361234.0,False,True,New Dwelling house /Apartment,greater than 125 sq metres,2016,2016Q1,,12.797283995055347,False
2024-08-23,"14 TRINITY SQ, WATERFORD",Waterford,X91CXY2,103000.0,False,False,Second-Hand Dwelling house /Apartment,,2024,2024Q3,X91,11.542493975902508,False
2013-01-31,"Main Street, Bailieborough",Cavan,,42500.0,True,False,Second-Hand Dwelling house /Apartment,,2013,2013Q1,,10.657282884047461,False
2019-08-12,"CLONFEENY, 10 OAKHURST, NORTH CIRCULAR RD",Limerick,,630000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q3,,13.353476685668044,False
2017-09-07,"43 LAVARNA GROVE, TERENURE, DUBLIN 6W",Dublin,,600000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q3,,13.304686600863562,False
2019-03-12,"9 EAGLE PARK, ARTANE, DUBLIN 5",Dublin,,392000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q1,,12.879019669789754,False
2016-07-15,"22 ASHTON PARK, MONKSTOWN, DUBLIN",Dublin,,825000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q3,,13.623139877437296,False
2025-10-28,"9 The Boulevard, Rath Rua, Portlaoise",Laois,,268722.47,False,True,New Dwelling house /Apartment,,2025,2025Q4,,12.501438137272167,False
2020-07-10,"CREGANE, TIMOLEAGUE, BANDON",Cork,,190000.0,True,False,Second-Hand Dwelling house /Apartment,,2020,2020Q3,,12.154784614286667,False
2017-02-17,"31 RATHGAR AVE, DUBLIN 6, DUBLIN",Dublin,,695000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q1,,13.451668563394815,False
2022-04-29,"WHITEHOUSE CROSS, DROMISKIN, DUNDALK",Louth,A91T2VY,158192.68,True,False,Second-Hand Dwelling house /Apartment,,2022,2022Q2,A91,11.971575384086591,False
2010-08-26,"75 The Gables, Kill",Kildare,,290000.0,False,False,Second-Hand Dwelling house /Apartment,,2010,2010Q3,,12.577639650232573,False
2023-12-29,"7 GABRIEL TERRACE, FRIARS WALK, CORK",Cork,T12KHH9,222300.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q4,T12,12.31178759836772,False
2016-07-20,"THE HOLLOW, KILPOOLE HILL, WICKLOW",Wicklow,,280000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q3,,12.54254845357358,False
2019-03-04,"6 THE LAWN, GREENVALLEY, DONNYBROOK",Cork,,300000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q1,,12.611541086966115,False
2014-12-15,"2 THE PARK PLUNKETT HALL, DUNBOYNE, MEATH",Meath,,650000.0,False,False,Second-Hand Dwelling house /Apartment,,2014,2014Q4,,13.384729180332174,False
2016-09-29,"15 USHER PARK, KNOCKSEDAN DEMENSE, SWORDS",Dublin,,339207.4,False,True,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,2016Q3,,12.734369946744202,False
2024-03-01,"6 BEECHWOOD AVE, BALLYJAMESDUFF, CAVAN",Cavan,A82E2W4,220000.0,False,False,Second-Hand Dwelling house /Apartment,,2024,2024Q1,A82,12.301387370778713,False
2023-03-09,"LISSAGRIFFIN, GOLEEN, SKIBBEREEN",Cork,P81XK52,191000.0,True,False,Second-Hand Dwelling house /Apartment,,2023,2023Q1,P81,12.160033942617156,False
2025-05-26,"123 RATH GEAL, WESTBOURNE RISE, CLONDALKIN DUBLIN 22",Dublin,D22E673,315000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q2,D22,12.660331092405906,False
2016-05-19,"55 LEVMOSS AVENUE, LEVMOSS PARK, THE GALLOPS",Dublin,,460000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q2,,13.038983942375959,False
2019-03-08,"19 TUBBERCLAIRE MEADOWS, OLD ATHLUMNEY ROAD, NAVAN",Meath,,249000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q1,,12.425212191503038,False
2022-09-05,"MARYVILLE HOUSE, SLIEVE, CLONDRA",Longford,N39DH34,370000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q3,N39,12.821260987319457,False
2025-02-20,"37  WOODBANK, DUBLIN  ROAD, SHANKILL",Dublin,D18DH67,800000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q1,D18,13.592368256649284,False
2020-06-11,"5 MARIE VILLE, POULADUFF RD, CORK",Cork,,226000.0,False,False,Second-Hand Dwelling house /Apartment,,2020,2020Q2,,12.328294703023394,False
2014-03-13,"39 ORCHARD COURT, BLACKPOOL, CORK",Cork,,51000.0,False,False,Second-Hand Dwelling house /Apartment,,2014,2014Q1,,10.839600519357369,False
2016-09-30,"60 Crenigans Banog, Milltown Road, Ashbourne",Meath,,245814.98,False,True,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,2016Q3,,12.412338486205915,False
2025-08-19,"NO NUMBER, GRANARD STREET, BALLINAGH",Cavan,H12E7E2,250000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q3,H12,12.429220196836383,False
2026-02-25,"CARDI, ST JOSEPHS AVE, NEWBRIDGE",Kildare,W12T681,350000.0,False,False,Second-Hand Dwelling house /Apartment,,2026,2026Q1,W12,12.765691290604371,False
2023-12-12,"23 WHITECHURCH VIEW, RATHFARNHAM, DUBLIN 16",Dublin,D16C8P2,457000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q4,D16,13.032440858057756,False
2015-07-01,"30 CLONTARF PARK, CLONTARF, DUBLIN 3",Dublin,,190000.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q3,,12.154784614286667,False
2024-08-09,"18 FOXBOROUGH AVE, LUCAN, DUBLIN",Dublin,K78PX53,385000.0,True,False,Second-Hand Dwelling house /Apartment,,2024,2024Q3,K78,12.861001210669146,False
2011-06-15,"Ashgrove, Ballyhooly",Cork,,120000.0,False,False,Second-Hand Dwelling house /Apartment,,2011,2011Q2,,11.695255355062795,False
2026-06-17,"APT 11, ELM PARK HOUSE, GRANGE WOOD DUBLIN 16",Dublin,D16H026,369000.0,False,False,Second-Hand Dwelling house /Apartment,,2026,2026Q2,D16,12.818554633046093,False
2011-11-17,"22 MILLFIELD MANOR, NEWBRIDGE",Kildare,,220263.0,False,True,New Dwelling house /Apartment,less than 38 sq metres,2011,2011Q4,,12.30258210590998,False
2023-10-04,"DIRREEN, ATHEA, CO LIMERICK",Limerick,V94E78W,130000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q4,V94,11.775297421715827,False
2023-04-28,"30 BELVEDERE GROVE, WATERFORD CITY, WATERFORD",Waterford,X91TEV7,230000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q2,X91,12.345838935721968,False
2023-01-17,"27 MEADOW COURT, MILLTOWN RD, TUAM",Galway,H54D921,205000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q1,H54,12.230770136157428,False
2021-08-04,"41 Barnwell Park, Hansfield, Dublin 15",Dublin,,356827.0,False,True,New Dwelling house /Apartment,,2021,2021Q3,,12.785009151945285,False
2012-05-25,"Knappogue, Clondra",Longford,,46655.37,True,False,Second-Hand Dwelling house /Apartment,,2012,2012Q2,,10.750564745720972,False
2023-02-09,"APT 2, SUMMERLEE HOUSE, TRAFALGAR HILL",Cork,T23XD70,160000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q1,T23,11.982935344196433,False
2022-09-29,"79 RUANBEG CRESCENT, RUANBEG MANOR, KILDARE",Kildare,,200000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q3,,12.206077645517674,False
2026-02-20,"8 MARINE AVE, SANDYCOVE, DUBLIN",Dublin,A96D378,1650000.0,False,False,Second-Hand Dwelling house /Apartment,,2026,2026Q1,A96,14.316286451937186,True
2017-07-26,"23 WOODLANDS PARK, MOYCULLEN, CO GALWAY",Galway,,336000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q3,,12.724869415131389,False
2025-02-25,"BLACKWOOD, FRESHFORD, COUNTY KILKENNY",Kilkenny,,40000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q1,,10.596659732783579,False
2010-10-01,"2 Bothair na Scoile, Ahiohill, Enniskeane",Cork,,455000.0,False,True,New Dwelling house /Apartment,greater than 125 sq metres,2010,2010Q4,,13.02805489573287,False
2018-06-22,"9 ABBEYFIELD, MILLTOWN RD, DUBLIN CITY",Dublin,,420000.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q2,,12.948012371209098,False
2024-04-19,"61 COLLEGE ROAD, CORK",Cork,T12X5F3,456000.0,False,False,Second-Hand Dwelling house /Apartment,,2024,2024Q2,T12,13.030250281476574,False
2018-05-04,"20 PINE GROVE, MOYCULLEN, CO GALWAY",Galway,,424000.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q2,,12.95749109270188,False
2023-05-25,"MAIN STREET, HOSPITAL, CO LIMERICK",Limerick,V35C864,54000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q2,V35,10.896757843893464,False
2016-02-03,"126 SLI GHEAL, BALLYMONEEN RD, KNOCKNACARRA",Galway,,180000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q1,,12.100717685412471,False
2016-10-27,"15 BARROWVILLE, KILKENNY ROAD, CARLOW",Carlow,,229075.0,False,True,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,2016Q4,,12.341809105206403,False
2020-10-16,"9 CEARNOG CHIARAIN, SLI NA MANACH, MUNGRET",Limerick,,290748.89,False,True,New Dwelling house /Apartment,,2020,2020Q4,,12.58021869204894,False
2020-05-28,"63 MOYNIHAN COURT, MAIN ST, TALLAGHT DUBLIN 24",Dublin,,185000.0,False,False,Second-Hand Dwelling house /Apartment,,2020,2020Q2,,12.128116509451258,False
2022-10-11,"APT 33, CORN EXCHANGE, POOLBEG ST",Dublin,D02X544,360000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q4,D02,12.793862088206213,False
2026-04-24,"69 LANESBOROUGH SQ ST MARGARETS, DUBLIN 11, DUBLIN",Dublin,D11PA61,322500.0,False,False,Second-Hand Dwelling house /Apartment,,2026,2026Q2,D11,12.683861515988351,False
2014-06-06,"2 Dun Eoin Brook, Ballinrea Road, Carrigaline",Cork,,205000.0,False,False,Second-Hand Dwelling house /Apartment,,2014,2014Q2,,12.230770136157428,False
2015-02-27,"161 GLASAN, BALLYBANE, GALWAY",Galway,,95100.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q1,,11.462694763725304,False
2010-03-04,"73 stannaway avenue, crumlin",Dublin,,230000.0,False,False,Second-Hand Dwelling house /Apartment,,2010,2010Q1,,12.345838935721968,False
2019-12-06,"24 Citywest Village, Citywest, Dublin 24",Dublin,,325991.0,False,True,New Dwelling house /Apartment,,2019,2019Q4,,12.694628120170437,False
2020-12-22,"21 HADDINGTON SQUARE WEST, HADDINGTON ROAD, BALLSBRIDGE",Dublin,,460000.0,False,False,Second-Hand Dwelling house /Apartment,,2020,2020Q4,,13.038983942375959,False
2024-02-29,"ROSEMOUNT, KNOCKNACARRA RD, SALTHILL",Galway,H91H9CV,490000.0,True,False,Second-Hand Dwelling house /Apartment,,2024,2024Q1,H91,13.102162710901053,False
2018-06-26,"41 THE CLIFFS, KELLYS BAY, SKERRIES",Dublin,,410000.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q2,,12.923914877701906,False
2012-08-03,"10 The Lime Courtyard, Bellview Woods, Ballydowney  Killarney",Kerry,,180000.0,False,False,Second-Hand Dwelling house /Apartment,,2012,2012Q3,,12.100717685412471,False
2015-12-22,"15 THE VILLAGE, EASTHAM RD, BETTYSTOWN",Meath,,99000.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q4,,11.502885230075814,False
2021-03-25,"APT 16, CEDAR LODGE, FARMLEIGH WOODS CASTLEKNOCK",Dublin,D15RC59,475000.0,False,False,Second-Hand Dwelling house /Apartment,,2021,2021Q1,D15,13.07107218827772,False
2026-06-24,"6 Bellview Grove, Devenish Gardens, Delvin Road",Westmeath,,308370.0,False,True,New Dwelling house /Apartment,,2026,2026Q2,,12.639058882527426,False
2012-08-31,"30 Kenilworth Road, Rathgar, Dublin 6",Dublin,,440000.0,False,False,Second-Hand Dwelling house /Apartment,,2012,2012Q3,,12.994532278619134,False
2021-08-25,"87 LIMEKILN WOOD, DUBLIN RD, NAVAN",Meath,C15E9RH,280000.0,False,False,Second-Hand Dwelling house /Apartment,,2021,2021Q3,C15,12.54254845357358,False
2015-11-06,"5 MARKET COURT, DUNDALK ST, CARLINGFORD",Louth,,165000.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q4,,12.013706813470414,False
2022-04-05,"14 RICHARDSON'S MEADOW, KILCOHAN, WATERFORD",Waterford,X91RFH7,78000.0,True,False,Second-Hand Dwelling house /Apartment,,2022,2022Q2,X91,11.264476926102367,False
2010-07-28,"49 Royal Meadows, Kilcock",Kildare,,300000.0,False,False,Second-Hand Dwelling house /Apartment,,2010,2010Q3,,12.611541086966115,False
2020-07-24,"31 Glenheron Park, Glenheron, Greystones",Wicklow,,392070.0,False,True,New Dwelling house /Apartment,,2020,2020Q3,,12.87919822482089,False
2019-12-17,"33 DALE TREE PARK, BALLYCULLEN, FIRHOUSE DUBLIN 24",Dublin,,400000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q4,,12.899222326086994,False
2010-09-30,"6 CASTLEVIEW HEIGHTS, SWORDS",Dublin,,240000.0,True,False,Second-Hand Dwelling house /Apartment,,2010,2010Q3,,12.388398368982115,False
2025-01-27,"ISLAND RD, FENIT, TRALEE",Kerry,V92HX23,363000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q1,V92,12.80216086806413,False
2019-02-18,"76 CASTLECURRAGH PARK, BLANCHARDSTOWN DUBLIN 15, DUBLIN 15",Dublin,,27500.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q1,,10.221977646629885,True
2013-10-16,"38 Seatown, Dundalk",Louth,,110000.0,False,False,Second-Hand Dwelling house /Apartment,,2013,2013Q4,,11.608244735642321,False
2015-07-13,"1 Stephen Terrace, Ballymullen, Tralee",Kerry,,92500.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q3,,11.434974734252892,False
2022-05-05,"THE CLINIC, PARISH HEIGHTS, CARRICKBEG",Tipperary,E32C433,165000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q2,E32,12.013706813470414,False
2012-06-20,"46 Dristernan, Drumshanbo",Leitrim,,27600.0,True,False,Second-Hand Dwelling house /Apartment,,2012,2012Q2,,10.225607282932941,True
2014-06-25,"KILLAMANOGUE, INNISHANNON, CORK",Cork,,230000.0,False,False,Second-Hand Dwelling house /Apartment,,2014,2014Q2,,12.345838935721968,False
2021-10-22,"12 The Green, An Glasan, Greenville Lane",Wexford,,206167.39,False,True,New Dwelling house /Apartment,,2021,2021Q4,,12.236448541044536,False
2023-06-06,"APT 109, 35 MOUNTJOY SQUARE, DUBLIN 1",Dublin,D01Y6K0,342000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q2,D01,12.742568940017076,False
2017-11-02,"38 DEMENSE, ROSS ROAD, KILLARNEY",Kerry,,415000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q4,,12.936036208848487,False
2022-04-14,"13A BAIIIS DOWNS, JOHNSTOWN, NAVAN MEATH",Meath,,255000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q2,,12.449022745701502,False
2013-04-05,"168 Malahide Marina Village, Malahide, Co. Dublin",Dublin,,275000.0,False,False,Second-Hand Dwelling house /Apartment,,2013,2013Q2,,12.524530013005734,False
2018-08-17,"148 GLANTAN, GOLF LINKS RD, CASTLETROY",Limerick,,246000.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q3,,12.413090879946887,False
2019-10-14,"DONAMONEY, THE PIGEONS, ATHLONE",Westmeath,,180000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q4,,12.100717685412471,False
2024-07-01,"13 The Drive, Foxwood Barn, Brownsbarn",Dublin,,418502.0,False,True,New Dwelling house /Apartment,,2024,2024Q3,,12.944439337344756,False
2018-06-15,"17 THE RECTORY, ENNISKERRY RD, STEPASIDE DUBLIN 18",Dublin,,298000.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q2,,12.604852121186608,False
2019-09-27,"14  HANOVER  LOFTS, HANOVER STREET EAST, DUBLIN 2",Dublin,,700000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q3,,13.45883704259595,False
2013-11-29,"46 OYSTER BAY, ROSSES POINT",Sligo,,192500.0,False,False,Second-Hand Dwelling house /Apartment,,2013,2013Q4,,12.167856627501678,False
2020-12-10,"28 Glenheron View, Glenheron, Greystones",Wicklow,,449295.15,False,True,New Dwelling house /Apartment,,2020,2020Q4,,13.015437526136607,False
2021-11-23,"BURRANE, KILLIMER, KILRUSH",Clare,V15D324,126000.0,False,False,Second-Hand Dwelling house /Apartment,,2021,2021Q4,V15,11.744045122410057,False
2021-10-13,"6 OLIVER PLUNKETT HILL, FERMOY, CORK",Cork,P61KV20,85000.0,False,False,Second-Hand Dwelling house /Apartment,,2021,2021Q4,P61,11.350418300109132,False
2011-02-09,"5 Nurney Village, Nurney",Carlow,,97500.0,False,False,Second-Hand Dwelling house /Apartment,,2011,2011Q1,,11.487617913343598,False
2019-12-13,"79 NORTH MAIN ST, WEXFORD",Wexford,,50000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q4,,10.819798284210286,False
2023-05-03,"200 HOWTH RD, KILLESTER, DUBLIN 3",Dublin,D03A529,575000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q2,D03,13.26212705890841,False
2025-08-12,"APARTMENT 18C, PARKSIDE, PORTLAOISE",Laois,R32R990,225000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q3,R32,12.323860125621126,False
2011-12-02,"66 INIS EALGA, SHANNON",Clare,,75000.0,False,False,Second-Hand Dwelling house /Apartment,,2011,2011Q4,,11.225256725762893,False
2024-09-02,"3 Bothar Glas, Louth Village",Louth,,264317.18,True,True,New Dwelling house /Apartment,,2024,2024Q3,,12.484908883697823,False
2012-05-25,"Gortnacrehy, Kilmeedy, Co. Limerick",Limerick,,201453.74,False,True,New Dwelling house /Apartment,greater than 125 sq metres,2012,2012Q2,,12.213320019754446,False
2013-07-09,"58 The Pines, Arklow",Wicklow,,160000.0,False,False,Second-Hand Dwelling house /Apartment,,2013,2013Q3,,11.982935344196433,False
2012-05-28,"85 Rosemount Estate, Dundrum",Dublin,,197000.0,False,False,Second-Hand Dwelling house /Apartment,,2012,2012Q2,,12.190964083849375,False
