date_of_sale,address,county,eircode,price,not_full_market_price,vat_exclusive,description,property_size_description,year,quarter,eircode_routing_key,log_price,price_outlier
2018-10-15,"143 KILBARRON RD, KILMORE WEST, COOLOCK DUBLIN 5",Dublin,,270000.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q4,,12.506180941677357,False
2025-11-14,"41 TINAKILLY CLOSE, TINAKILLY PARK, RATHNEW",Wicklow,A67P2R7,308370.04,False,True,New Dwelling house /Apartment,,2025,2025Q4,A67,12.639059012241301,False
2019-07-05,"4 Cluain Na Si, Ring",Waterford,,220264.32,False,True,New Dwelling house /Apartment,,2019,2019Q3,,12.302588098700653,False
2022-10-10,"APT 4 BLOCK A, ALTAMOUNT STREET, WESTPORT",Mayo,,235000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q4,,12.367345048436391,False
2022-11-18,"23 Brennanstown Wood, Brennanstown Road, Cabinteely",Dublin,,837004.4,False,False,New Dwelling house /Apartment,,2022,2022Q4,,13.637585801063704,False
2018-12-07,"BALLAGHDEREEN ROAD, KILKELLY, BALLYHAUNIS",Mayo,,115000.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q4,,11.652696102959753,False
2014-05-26,"13 Dun Mullach, Mullagh",Cavan,,26432.0,False,True,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2014,2014Q2,,10.18236850853484,True
2017-03-21,"CASHEL, CLAREMORRIS, MAYO",Mayo,,30000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q1,,10.308985993422082,True
2019-11-08,"AUGHOO, BALLYFARNON, CO ROSCOMMON",Roscommon,,20000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q4,,9.90353755128617,True
2020-12-04,"52 TUR UISCE, DOUGHISKA, MERLIN PARK",Galway,,230000.0,False,False,Second-Hand Dwelling house /Apartment,,2020,2020Q4,,12.345838935721968,False
2022-02-22,"BEANN GORM, LECANVEY, WESTPORT",Mayo,F28RC96,430000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q1,F28,12.971542813248437,False
2018-08-28,"MILLICENT LODGE, BROWNSTOWN, NEWCASTLE",Dublin,,600000.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q3,,13.304686600863562,False
2012-05-15,"Apartment A3, The Old Presbytery, Cathedral Place",Kerry,,120000.0,False,True,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2012,2012Q2,,11.695255355062795,False
2010-11-23,"Apartment 35, The Regan, Railway View  Belturbet",Cavan,,60000.0,False,True,New Dwelling house /Apartment,greater than 125 sq metres,2010,2010Q4,,11.002116507732017,False
2013-07-11,"41 Mayfield, Drogheda",Louth,,116000.0,False,False,Second-Hand Dwelling house /Apartment,,2013,2013Q3,,11.661354090741,False
2015-02-06,"CARRIG, KILTEGAN, CO WICKLOW",Wicklow,,224000.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q1,,12.319405795112926,False
2024-08-22,"2 BRACKEN HILL, BLACKWATER, ENNISCORTHY",Wexford,Y21W025,310000.0,False,False,Second-Hand Dwelling house /Apartment,,2024,2024Q3,Y21,12.644330802262578,False
2010-06-03,"17 Delgany Hills, Delgany, Co. Wicklow",Wicklow,,260000.0,False,True,New Dwelling house /Apartment,less than 38 sq metres,2010,2010Q2,,12.468440756144114,False
2023-12-01,"66 the Boulevard, Grey Abbey View, Kildare Town",Kildare,,374449.0,False,True,New Dwelling house /Apartment,,2023,2023Q4,,12.833213561677512,False
2019-07-30,"14 AGHAMEEN PK, MUIRHEVNAMORE, DUNDALK",Louth,,120000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q3,,11.695255355062795,False
2020-10-05,"NO 11 ARD NA BHAILE, BUTTEVANT, CO CORK",Cork,,110000.0,False,False,Second-Hand Dwelling house /Apartment,,2020,2020Q4,,11.608244735642321,False
2017-05-10,"5 FLEMINGSTOWN PARK, CHURCHTOWN, DUBLIN 14",Dublin,,612652.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q2,,13.32555398612558,False
2014-05-22,"1 THE GROVE, GRANGE MANOR, LUCAN",Dublin,,220000.0,False,False,Second-Hand Dwelling house /Apartment,,2014,2014Q2,,12.301387370778713,False
2016-10-13,"33 GREENMOUNT RD, TERENURE, DUBLIN 6",Dublin,,912500.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q4,,13.723944460328594,False
2011-09-22,"Feauvautia, Knocknagoshel",Kerry,,207500.0,False,False,Second-Hand Dwelling house /Apartment,,2011,2011Q3,,12.242891437918386,False
2010-02-02,"10 Monterey Court, Salthill, Galway City",Galway,,240000.0,False,False,Second-Hand Dwelling house /Apartment,,2010,2010Q1,,12.388398368982115,False
2016-02-16,"45 BROMLEY PARK DONNYBROOK, DOUGLAS, CORK",Cork,,279000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q1,,12.53897064502647,False
2022-04-21,"2 THE CLOSE, STRAFFAN WOOD, MAYNOOTH",Kildare,W23E8C0,400000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q2,W23,12.899222326086994,False
2022-02-25,"103 PLUNKETT ROAD, FINGLAS WEST, DUBLIN 11",Dublin,D11A0P9,210000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q1,D11,12.25486757159303,False
2016-10-14,"1 CLONARD AVE, GRENAGH, CORK",Cork,,185000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q4,,12.128116509451258,False
2015-04-08,"WALLERS WELL, LIMERICK",Limerick,,858492.0,False,True,New Dwelling house /Apartment,greater than 125 sq metres,2015,2015Q2,,13.662933805529873,False
2011-12-20,"20 Castle View, Castle Rock, Carrigtwohill",Cork,,140000.0,False,False,Second-Hand Dwelling house /Apartment,,2011,2011Q4,,11.849404844423074,False
2017-11-28,"CASTLE ST, KELLS, CO. MEATH",Meath,,75000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q4,,11.225256725762893,False
2015-07-24,"22 Manor Avenue, Tralee",Kerry,,120000.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q3,,11.695255355062795,False
2025-06-12,"21 MARIAN SQ, CLARA, OFFALY",Offaly,R35FF61,180000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q2,R35,12.100717685412471,False
2021-08-13,"LITTLE SILVER, BANDON, COUNTY CORK",Cork,P729D00,200000.0,False,False,Second-Hand Dwelling house /Apartment,,2021,2021Q3,P72,12.206077645517674,False
2018-01-12,"12 MUING EST, OAKPARK, TRALEE",Kerry,,60000.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q1,,11.002116507732017,False
2026-06-22,"12 WILLOW PARK, TULLOW ROAD, CARLOW",Carlow,R93F2R4,233000.0,False,False,Second-Hand Dwelling house /Apartment,,2026,2026Q2,R93,12.358798024384122,False
2025-08-13,"CROAGH, PETTIGO, DONEGAL",Donegal,,60000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q3,,11.002116507732017,False
2016-02-26,"35 THE PINES, SEA RD, ARKLOW",Wicklow,,192500.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q1,,12.167856627501678,False
2025-09-25,"20 Regles  Ministers Road, Lusk",Dublin,,497797.35,False,True,New Dwelling house /Apartment,,2025,2025Q3,,13.117950354325965,False
2013-01-28,"21 Ormond Court, Nenagh",Tipperary,,91000.0,False,False,Second-Hand Dwelling house /Apartment,,2013,2013Q1,,11.418625774449596,False
2020-07-13,"68 ST PATRICKS ESTATE, BALLINA, CO MAYO",Mayo,,40000.0,False,False,Second-Hand Dwelling house /Apartment,,2020,2020Q3,,10.596659732783579,False
2016-09-13,"147 FEARANN RI, DOUGHISKA, GALWAY",Galway,,1100000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q3,,13.910821646859095,False
2014-11-28,"27 Peyton Drive, Rathcoole",Dublin,,301532.0,False,True,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2014,2014Q4,,12.616634741896181,False
2024-06-21,"15 Fairy Lawn, Janeville, Carrigaline",Cork,,260838.58,True,True,New Dwelling house /Apartment,,2024,2024Q2,,12.471660861323356,False
2014-09-05,"NO 47 THE EDEN, PROSPECT HILL, FINGLAS",Dublin,,135000.0,False,False,Second-Hand Dwelling house /Apartment,,2014,2014Q3,,11.813037464800539,False
2015-10-20,"98 Loughantarve, Knockbridge, Dundalk",Louth,,140969.15,True,True,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2015,2015Q4,,11.856303444820588,False
2018-01-08,"79 KILCRONAN AVE, CLONDALKIN, DUBLIN 22",Dublin,,217000.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q1,,12.28765724080691,False
2025-04-16,"26 The Drive, Folkstown Park, Balbriggan",Dublin,,361233.48,False,True,New Dwelling house /Apartment,,2025,2025Q2,,12.797282555548172,False
2024-10-11,"17 PINEGROVE, RAHEEN, LIMERICK",Limerick,V94Y4XR,110000.0,False,False,Second-Hand Dwelling house /Apartment,,2024,2024Q4,V94,11.608244735642321,False
2026-06-09,"33 MEADOW COURT, CLAREMORRIS, MAYO",Mayo,F12EW27,206000.0,False,False,Second-Hand Dwelling house /Apartment,,2026,2026Q2,F12,12.235636302128867,False
2021-12-20,"1 Moyglare Grove, Mariavilla, Maynooth",Kildare,,453744.0,False,True,New Dwelling house /Apartment,,2021,2021Q4,,13.025290645216739,False
2015-07-03,"35 CLYBAUN HEIGHTS, KNOCKNACARRA, GALWAY",Galway,,352000.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q3,,12.77138929548529,False
2024-02-14,"5 KERDIFF COURT, NAAS, KILDARE",Kildare,W91N8X0,260000.0,False,False,Second-Hand Dwelling house /Apartment,,2024,2024Q1,W91,12.468440756144114,False
2018-03-05,"316 CHARLESLAND PARK, GREYSTONES, WICKLOW",Wicklow,,377500.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q1,,12.84132849667433,False
2013-11-04,"Oldtown, Abbeyleix",Laois,,7000.0,False,False,Second-Hand Dwelling house /Apartment,,2013,2013Q4,,8.853808274977197,True
2017-03-15,"INVERNESS, MOUNTRATH RD, PORTLAOISE",Laois,,280000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q1,,12.54254845357358,False
2022-11-04,"SHEGWEE, ROBINSTOWN, MULLINGAR",Westmeath,N91R9V2,345000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q4,N91,12.75130259456002,False
2026-01-22,"40  CLOCHÁN, ADAMSTOWN, KILMEADEN",Waterford,X91KVN2,232500.0,True,False,Second-Hand Dwelling house /Apartment,,2026,2026Q1,X91,12.356649805075568,False
2020-12-08,"8 BALINURE COTTAGES, BLACKROCK, CORK",Cork,,200000.0,False,False,Second-Hand Dwelling house /Apartment,,2020,2020Q4,,12.206077645517674,False
2018-02-20,"2 KNIGHTS PARK, CASTLEBAR, COUNTY MAYO",Mayo,,175500.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q1,,12.075400019877522,False
2023-05-02,"4 KILBRIDE RD, KILLESTER, DUBLIN 5",Dublin,D05H9P2,690000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q2,D05,13.444448325847754,False
2014-05-08,"BEECHWOOD HOUSE, OLD BRIDGE RD, TEMPLEOGUE DUBLIN 16",Dublin,,717000.0,False,False,Second-Hand Dwelling house /Apartment,,2014,2014Q2,,13.482832514280924,False
2025-04-23,"71 HARTY PLACE, DUBLIN 8, DUBLIN",Dublin,D08E52D,455000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q2,D08,13.02805489573287,False
2019-10-24,"36 CLUAIN ARD, LONGFORD",Longford,,80000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q4,,11.289794413577894,False
2020-07-29,"18 THE BEECHES FOREST PARK, PORTLAOISE, LAOIS",Laois,,210000.0,False,False,Second-Hand Dwelling house /Apartment,,2020,2020Q3,,12.25486757159303,False
2015-01-12,"APT 17, DUN LAOI, UNION QUAY",Cork,,123000.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q1,,11.719947764402807,False
2018-03-07,"CLONLEAME, DELVIN, CO. WESTMEATH",Meath,,80000.0,False,False,Second-Hand Dwelling house /Apartment,,2018,2018Q1,,11.289794413577894,False
2026-04-29,"36 Ard Branagh, Dublin Road, Portlaoise",Laois,,348016.0,False,True,New Dwelling house /Apartment,,2026,2026Q2,,12.760006608138173,False
2010-01-20,"35 Cluain Ard, Roscrea",Tipperary,,215000.0,False,False,Second-Hand Dwelling house /Apartment,,2010,2010Q1,,12.278397958261774,False
2015-07-28,"CLONTUSKERT, BALLINASLOE, GALWAY",Galway,,200000.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q3,,12.206077645517674,False
2019-01-08,"34 KILBRODY MOUNT OVAL VILLAGE, ROCHESTOWN RD, CORK",Cork,,385000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q1,,12.861001210669146,False
2025-08-12,"51 TINAKILLY CLOSE, TINAKILLY PARK, RATHNEW",Wicklow,,409691.0,False,True,New Dwelling house /Apartment,,2025,2025Q3,,12.923160936861526,False
2018-06-01,"21 Bru na hAbhainn, Collooney",Sligo,,150000.0,False,True,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2018,2018Q2,,11.918397239722838,False
2017-08-04,"7 THE CRESENT, ONGAR VILLAGE, ONGAR",Dublin,,220000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q3,,12.301387370778713,False
2011-09-21,"47a The Village, Raheny, Dublin 5",Dublin,,535000.0,False,False,Second-Hand Dwelling house /Apartment,,2011,2011Q3,,13.190023895035274,False
2017-06-06,"17 MAPLE COURT, MOUNT OVAL VILLAGE, ROCHESTOWN",Cork,,190000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q2,,12.154784614286667,False
2023-08-03,"GLENVIEW, BALLYGROMAN UPPER OVENS, CORK",Cork,P31CY58,300000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q3,P31,12.611541086966115,False
2017-01-18,"180 TIRELLAN HEIGHTS, HEADFORD RD, GALWAY",Galway,,205000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q1,,12.230770136157428,False
2026-02-18,"24 The Square, Buttery Court, Market Square",Cork,P51T386,210000.0,False,False,Second-Hand Dwelling house /Apartment,,2026,2026Q1,P51,12.25486757159303,False
2019-08-12,"2 GLENCORMAC COURT, GLENCORMAC, KILMACANOGUE",Wicklow,,366666.66,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q3,,12.81221115818773,False
2021-04-30,"LURGACLOY, CLOGHER, BALLINA",Mayo,,58000.0,False,False,Second-Hand Dwelling house /Apartment,,2021,2021Q2,,10.968215530759236,False
2020-04-03,"APT 10, 43 ST ANTHONYS RD, RIALTO DUBLIN 8",Dublin,,300000.0,False,False,Second-Hand Dwelling house /Apartment,,2020,2020Q2,,12.611541086966115,False
2013-04-29,"15 Cluain Na Sidhe, Killashee",Longford,,40000.0,False,False,Second-Hand Dwelling house /Apartment,,2013,2013Q2,,10.596659732783579,False
2022-12-19,"29 OLD MILL RACE, RATHANGAN ROAD, MONASTEREVIN",Kildare,W34WK12,240000.0,True,False,Second-Hand Dwelling house /Apartment,,2022,2022Q4,W34,12.388398368982115,False
2010-05-26,"COOMNAKILLA, BLACKWATER, KILLARNEY",Kerry,,255500.0,False,False,Second-Hand Dwelling house /Apartment,,2010,2010Q2,,12.450981602512561,False
2012-04-26,"Kilcormick, Ferns",Wexford,,65000.0,False,False,Second-Hand Dwelling house /Apartment,,2012,2012Q2,,11.082157933374816,False
2023-12-12,"28 The Boulevard, Grey Abbey View, Kildare",Kildare,,339207.05,False,True,New Dwelling house /Apartment,,2023,2023Q4,,12.734368914929599,False
2025-12-18,"20 Holly Close, Greenhill, Clonhaston",Wexford,,286343.0,False,True,New Dwelling house /Apartment,,2025,2025Q4,,12.564949164223746,False
2022-03-28,"20 BELFRY GARDENS, CITYWEST, SAGGART DUBLIN 24",Dublin,D24DD82,265000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q1,D24,12.487488878546145,False
2012-07-05,"Apt 35  The Heron Building, Thornwood, Booterstown Avenue",Dublin,,320000.0,False,False,Second-Hand Dwelling house /Apartment,,2012,2012Q3,,12.676079399771027,False
2021-02-03,"2 THE ESTUARY, CHURCH RD, CARRIGALINE",Cork,,505000.0,False,False,Second-Hand Dwelling house /Apartment,,2021,2021Q1,,13.132315688453556,False
2020-08-04,"WHITE BUNGALOW, GUREEN (BRYAN), MULLINAHONE",Tipperary,,158000.0,False,False,Second-Hand Dwelling house /Apartment,,2020,2020Q3,,11.970356641102999,False
2019-07-05,"11 ROSEVALE APT, HOWTH RD, RAHENY DUBLIN 5",Dublin,,285000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q3,,12.560247968016562,False
2017-10-18,"75 THE RAMPARTS, BRAY RD, CABINTEELY DUBLIN 18",Dublin,,335000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q4,,12.721888795877375,False
2020-12-10,"16 THE CHALETS, RATHMULLAN, CO. DONEGAL",Donegal,,130000.0,False,False,Second-Hand Dwelling house /Apartment,,2020,2020Q4,,11.775297421715827,False
2021-12-16,"22 BEACH GROVE, LAYTOWN, MEATH",Meath,A92PC78,297500.0,False,False,Second-Hand Dwelling house /Apartment,,2021,2021Q4,A92,12.60317286530671,False
2026-06-11,"APARTMENT 6, MILL RACE APARTMENTS, LOWER ABBEY STREET",Tipperary,E21PK77,118000.0,False,False,Second-Hand Dwelling house /Apartment,,2026,2026Q2,E21,11.678448377988165,False
2019-09-23,"131 LEINSTER RD, RATHMINES, DUBLIN 6",Dublin,,315000.0,True,False,Second-Hand Dwelling house /Apartment,,2019,2019Q3,,12.660331092405906,False
2023-07-24,"53 CASTLEKNOCK ELMS, CASTLEKNOCK, DUBLIN 15",Dublin,D15VR88,475000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q3,D15,13.07107218827772,False
2023-03-02,"15 BELMONT GARDENS, DONNYBROOK, DUBLIN 4",Dublin,D04R9C2,1515000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q1,D04,14.230926656991395,True
2026-03-05,"14 ST ANNES RD, DRUMCONDRA, DUBLIN 9",Dublin,D09X6R9,510000.0,False,False,Second-Hand Dwelling house /Apartment,,2026,2026Q1,D09,13.1421679654829,False
2021-04-23,"APT 42 PARK GRANGE, GRANGE RATH, DROGHEDA SOUTH",Meath,A92WV40,217500.0,False,False,Second-Hand Dwelling house /Apartment,,2021,2021Q2,A92,12.289958727201455,False
2021-02-24,"13 GLENVIEW, CASTLEPOLLARD, WESTMEATH",Westmeath,,88000.0,False,False,Second-Hand Dwelling house /Apartment,,2021,2021Q1,,11.385103457032141,False
2025-12-17,"4 THE CONIFERS, BRIARFIELD, CASTLETROY",Limerick,V94H33K,380000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q4,V94,12.847929163278053,False
2024-06-19,"10 BOW BRIDGE, KILMAINHAM, DUBLIN 8",Dublin,D08V8KH,322050.0,False,False,Second-Hand Dwelling house /Apartment,,2024,2024Q2,D08,12.682465197078118,False
2015-10-28,"9 THE OAKS, CASTLETROY, LIMERICK",Limerick,,121000.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q4,,11.703554089007538,False
2017-10-01,"FINDERS INN, NOHAVAL, KINSALE",Cork,,158333.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q4,,11.97246200486612,False
2019-12-16,"33 GARYOWEN RD, BALLYFERMOT, DUBLIN 10",Dublin,,240000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q4,,12.388398368982115,False
2012-08-23,"2 The Cloisters, Tullow Road, Carlow",Carlow,,124000.0,False,False,Second-Hand Dwelling house /Apartment,,2012,2012Q3,,11.728044909070785,False
2014-10-01,"APT 2, 49 HIGH STREET, KILLARNEY",Kerry,,60000.0,False,False,Second-Hand Dwelling house /Apartment,,2014,2014Q4,,11.002116507732017,False
2021-03-31,"33 MARBLE COURT, PAULSTOWN, CO KILKENNY",Kilkenny,R95TD65,180000.0,True,False,Second-Hand Dwelling house /Apartment,,2021,2021Q1,R95,12.100717685412471,False
2014-04-03,"APT 12, BALLYGILEN, SANDYCOVE RD",Dublin,,230000.0,False,False,Second-Hand Dwelling house /Apartment,,2014,2014Q2,,12.345838935721968,False
2023-05-30,"1A ST VINCENTS COTTAGES, BLACKHORSE AVE, DUBLIN 7",Dublin,D07F9WX,485000.0,False,True,New Dwelling house /Apartment,,2023,2023Q2,D07,13.091906231773164,False
2019-05-29,"5 LAKE WAY, KILMINCHY, PORTLAOISE",Laois,,185000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q2,,12.128116509451258,False
2012-11-05,"Ballisodare, Co Sligo",Sligo,,40000.0,False,False,Second-Hand Dwelling house /Apartment,,2012,2012Q4,,10.596659732783579,False
2025-02-14,"28 THE HAVEN, GLASNEVIN, DUBLIN 9",Dublin,D09P9T4,485000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q1,D09,13.091906231773164,False
2018-09-28,"29 GORT UAINE, CLOGHERHEAD, CO. LOUTH",Louth,,46000.0,True,False,Second-Hand Dwelling house /Apartment,,2018,2018Q3,,10.736418414365376,False
2025-12-19,"GORTAGARRAUN, DUNMORE, CO GALWAY",Galway,,135000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q4,,11.813037464800539,False
2016-02-29,"10 DOOLIN HOUSE, CLARE VILLGE, MALAHIDE RD DUBLIN 17",Dublin,,175000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q1,,12.07254696717504,False
2010-11-12,"St Helena's, Annebrook, Portlaoise",Laois,,362500.0,False,False,Second-Hand Dwelling house /Apartment,,2010,2010Q4,,12.80078251189375,False
2019-09-27,"3 FAIR ST, OFF SHANDON ST, CORK",Cork,,149000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q3,,11.91170829631447,False
2025-07-31,"8 PHOENIX PARK WAY, CASTLEKNOCK, DUBLIN 15",Dublin,D15YH59,410000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q3,D15,12.923914877701906,False
2017-05-26,"86 ASCAL A HAON, YELLOWBATTER, DROGHEDA",Louth,,160000.0,True,False,Second-Hand Dwelling house /Apartment,,2017,2017Q2,,11.982935344196433,False
2023-02-21,"18 BLOCK 6, PROSPECT HILL, FINGLAS",Dublin,D11V6E8,273000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q1,D11,12.51723073716405,False
2024-05-02,"88 SPIDDAL RD, BALLYFERMOT, DUBLIN 10",Dublin,D10A074,315000.0,False,False,Second-Hand Dwelling house /Apartment,,2024,2024Q2,D10,12.660331092405906,False
2023-08-28,"176 Newtown Wood, Drogheda",Louth,,334361.0,False,True,New Dwelling house /Apartment,,2023,2023Q3,,12.719979517371947,False
2020-05-21,"PRIVATE HOUSE 39, THE GLEN KILNACOURT WOOD, PORTARLINGTON LAOIS",Laois,,170000.0,False,False,Second-Hand Dwelling house /Apartment,,2020,2020Q2,,12.04355959836804,False
2022-12-22,"COROFIN, CUMMER, TUAM",Galway,H54K406,325000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q4,H54,12.691583538230217,False
2024-07-24,"56 THE GARDEN, BALLYMACOOL, LETTERKENNY",Donegal,F92X8XF,133000.0,False,False,Second-Hand Dwelling house /Apartment,,2024,2024Q3,F92,11.798111925972618,False
2019-04-01,"1 The Courtyard, Mount Hamilton, Carrick Road",Louth,,176211.0,False,True,New Dwelling house /Apartment,,2019,2019Q2,,12.079443094592003,False
2024-10-17,"46 CLUAIN ARD, BLARNEY, CO. CORK",Cork,T23N5NE,350000.0,False,False,Second-Hand Dwelling house /Apartment,,2024,2024Q4,T23,12.765691290604371,False
2018-05-24,"92 Maoilin, Ballymoneen Road, Knocknacarra",Galway,,255506.6,False,True,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2018,2018Q2,,12.451007433780374,False
2024-09-11,"APT 20 WOODFIELD HALL, STATION RD, BLARNEY",Cork,T23KR27,245000.0,False,False,Second-Hand Dwelling house /Apartment,,2024,2024Q3,T23,12.409017571151187,False
2021-05-19,"99 Fánán, Letteragh Road, Galway",Galway,,314317.0,False,True,New Dwelling house /Apartment,,2021,2021Q2,,12.658160491269873,False
2010-04-26,"Clonfert Demesne, Ballinaloe",Galway,,70000.0,False,True,New Dwelling house /Apartment,greater than 125 sq metres,2010,2010Q2,,11.156264806643742,False
2022-08-23,"127 Old Forge Road, Milehouse Road, Enniscorthy",Wexford,,211453.74,False,False,New Dwelling house /Apartment,,2022,2022Q3,,12.261766259296346,False
2016-09-02,"2 AWREG, RIVERVALLEY, MALLOW",Cork,,106000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q3,,11.571203807011969,False
2025-12-10,"56 MOERAN RD, WALKINSTOWN, DUBLIN 12",Dublin,D12VX37,500000.0,False,False,Second-Hand Dwelling house /Apartment,,2025,2025Q4,D12,13.122365377402328,False
2025-08-08,"4 Killeigh, Clonmel Road",Tipperary,,312775.33,False,True,New Dwelling house /Apartment,,2025,2025Q3,,12.653243613434572,False
2015-05-22,"APT 11 and 15 CARNGLAS COURT, CARNGLAS, GRACEDIEU",Waterford,,72500.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q2,,11.19135563385109,False
2016-12-16,"2 GLEANN CAOIN, POULACURRY SOUTH, GLANMIRE",Cork,,445000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q4,,13.005831808336863,False
2024-07-26,"41-44 cois teampall, sli na manach, mungret",Limerick,,883390.68,True,True,New Dwelling house /Apartment,,2024,2024Q3,,13.691523959943092,False
2022-07-26,"10 COAST GAURD STATION, MOVILLE, CO DONEGAL",Donegal,F93C7XR,163000.0,False,False,Second-Hand Dwelling house /Apartment,,2022,2022Q3,F93,12.001511614739405,False
2015-01-23,"10 PRIORY DR, STILLORGAN, DUBLIN",Dublin,,758000.0,False,False,Second-Hand Dwelling house /Apartment,,2015,2015Q1,,13.538439983884853,False
2019-02-07,"3 ABBEY COURT, NEWTOWN FERNS, WEXFORD",Wexford,,157000.0,False,False,Second-Hand Dwelling house /Apartment,,2019,2019Q1,,11.964007453736912,False
2023-04-26,"29 DAISY TERRACE, SUMMERHILL, WATERFORD",Waterford,X91PDW6,440000.0,False,False,Second-Hand Dwelling house /Apartment,,2023,2023Q2,X91,12.994532278619134,False
2013-11-29,"213 Steeplechase Green, Ratoath, Co Meath",Meath,,215500.0,False,False,Second-Hand Dwelling house /Apartment,,2013,2013Q4,,12.280720828886404,False
2017-04-05,"76 FORTLAWN DR, BLANCHARDSTOWN, DUBLIN 15",Dublin,,162000.0,False,False,Second-Hand Dwelling house /Apartment,,2017,2017Q2,,11.995357787034976,False
2016-05-27,"81 BERTRAM COURT, LAMB ALLEY, CHRISTCHURCH DUBLIN 18",Dublin,,220000.0,False,False,Second-Hand Dwelling house /Apartment,,2016,2016Q2,,12.301387370778713,False
2021-12-10,"1 THE COTTAGES, NEW ROAD, PORTLAOISE",Laois,R32EK4D,46000.0,True,False,Second-Hand Dwelling house /Apartment,,2021,2021Q4,R32,10.736418414365376,False
2013-08-09,"Rock Lane, Birr",Offaly,,245000.0,False,False,Second-Hand Dwelling house /Apartment,,2013,2013Q3,,12.409017571151187,False
